Screen Resolution	Browser	Browser Version	Device Type	Device	OS	OS Version	User Agent	Traffic Source	Combination Id	Converted	Conversion Time	Returning Visitor	Hit Time	User Language	URL	Referring URL	City	Region	Country	Goal 1 Converted	Goal 1 Converted Time
320x568	Mobile Safari	11.2.5	Mobile	iPhone	iOS	11.2.5	Mozilla/5.0 (iPhone CPU iPhone OS 11_2_5 like Mac OS X) AppleWebKit/604.1.34 (KHTML like Gecko) GSA/45.0.188348008 Mobile/15D60 Safari/604.1	search_traffic	1	No		FALSE	2018-03-26T22:16:16	en-us	https://www.mastersportal.com/articles/1958/what-are-ivy-league-universities-and-why-should-i-care.html	https://www.google.com.tr/	Antalya	Antalya	Turkey
1280x800	Chrome	65.0.3325	Desktop	Other	Mac OS X	10.13.3	Mozilla/5.0 (Macintosh Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML like Gecko) Chrome/65.0.3325.181 Safari/537.36	search_traffic	1	No		FALSE	2018-03-26T22:16:18	en-us	https://www.mastersportal.com/study-options/269779248/horticulture-united-states.html	https://www.google.com/	Newport	Kentucky	United States
768x1024	Mobile Safari	11	Tablet	iPad	iOS	11.2.6	Mozilla/5.0 (iPad CPU OS 11_2_6 like Mac OS X) AppleWebKit/604.5.6 (KHTML like Gecko) Version/11.0 Mobile/15D100 Safari/604.1	search_traffic	1	No		FALSE	2018-03-26T22:16:20	en-us	https://www.mastersportal.com/articles/2288/5-facts-you-should-know-about-the-us-grading-system.html	https://www.google.com/	Closter	New Jersey	United States
1280x800	Safari	11	Desktop	Other	Mac OS X	10.11.6	Mozilla/5.0 (Macintosh Intel Mac OS X 10_11_6) AppleWebKit/604.1.38 (KHTML like Gecko) Version/11.0 Safari/604.1.38	search_traffic	1	No		FALSE	2018-03-26T22:16:22	pl-pl	https://www.mastersportal.com/study-options/268452124/human-computer-interaction-netherlands.html	https://www.google.pl/			Poland
384x800	Chrome Mobile	38.0.1025	Mobile	Nexus 5	Android	4.2.1	Mozilla/5.0 (Linux Android 4.2.1 en-us Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML like Gecko googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19	direct_traffic	1	No		FALSE	2018-03-26T22:16:24	en-us	https://www.mastersportal.com/articles/1253/7-reasons-why-masters-in-management-are-the-best-alternative-to-an-MBA.html		Mountain View	California	United States
1366x768	Chrome	65.0.3325	Desktop	Other	Windows 10		Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/65.0.3325.181 Safari/537.36	direct_traffic	2	No		FALSE	2018-03-26T22:16:24	it-it	https://www.mastersportal.com/studies/226131/master-of-business-administration.html		Shkod?r	Shkoder	Albania
1920x1080	Chrome	65.0.3325	Desktop	Other	Windows 10		Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/65.0.3325.146 Safari/537.36	search_traffic	2	No		FALSE	2018-03-26T22:16:25	en-us	https://www.mastersportal.com/articles/2093/motivation-letter-example-student-applying-to-master-in-international-information-systems.html	https://www.google.com.au/	North Rocks	New South Wales	Australia
360x720	Chrome Mobile	62.0.3202	Mobile	BLA-L09	Android	8	Mozilla/5.0 (Linux Android 8.0.0 BLA-L09 Build/HUAWEIBLA-L09) AppleWebKit/537.36 (KHTML like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36	search_traffic	2	No		FALSE	2018-03-26T22:16:27	en-gb	https://www.mastersportal.com/articles/215/studying-in-the-uk-how-to-survive-a-full-time-masters.html	https://www.google.co.uk/	Catford	Lewisham	United Kingdom
270x354	Opera Mini	32.0.2254	Mobile	Generic Smartphone	Android		Opera/9.80 (Android Opera Mini/32.0.2254/90.140 U en) Presto/2.12.423 Version/12.16	direct_traffic	2	No		FALSE	2018-03-26T22:16:28	en	https://www.mastersportal.com/universities/13467/university-of-nairobi.html				South Africa
375x667	Mobile Safari	11	Mobile	iPhone	iOS	11.2.6	Mozilla/5.0 (iPhone CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/604.5.6 (KHTML like Gecko) Version/11.0 Mobile/15D100 Safari/604.1	direct_traffic	1	No		TRUE	2018-03-26T22:16:28	uk-ua			Ternopil	Ternopil's'ka Oblast'	Ukraine
